corpus,chunking_method,embedding_method,query,period,rank_in_period,chunk_id,timestamp_iso,text_preview
UK,fixed_660,bm25,What is the current official position regarding the State of Israel?,EARLY,3,fixed_660_bm25_25,2023-07-11,"In 2010, he helped

establish a free tax clinic at La Luz Center in Sonoma.
He has served

on the Sonoma Valley Citizens Advisory Commission and is currently

serving on the Sonoma City Council.
Mr. Ding has been a champion for

the interests of California taxpayers.
Mr. Ding is a member of the

Nat..."
UK,fixed_660,bm25,What is the current official position regarding the State of Israel?,EARLY,4,fixed_660_bm25_32,2023-07-12,"He was

reelected in 1776, thus becoming the first Jewish elected

public official in the new United States.
He served until he

was killed in battle that August.
Most Jews in New York, Philadelphia, Newport, Charleston,

and Savannah--where the Revolution was brewing--joined the

cause early.
In do..."
UK,fixed_660,bm25,What is the current official position regarding the State of Israel?,EARLY,5,fixed_660_bm25_99,2023-07-25,"﻿Title: EXPRESSING THE SENSE OF CONGRESS SUPPORTING THE STATE OF ISRAEL; Congressional Record Vol.
169, No.
128

From the Congressional Record Online through the Government Publishing Office [<a href='https://www.gpo.gov'>www.gpo.gov</a>]

EXPRESSING THE SENSE OF CONGRESS SUPPORTING THE STATE OF ISR..."
UK,fixed_660,bm25,What is the current official position regarding the State of Israel?,EARLY,6,fixed_660_bm25_114,2023-07-27,"After a year, she took

the first step in what would be an impressively steep climb up the

human resources corporate ladder as a Profit-Sharing Analyst in

corporate accounting at the Continental Illinois National Bank.
At

Continental, she held several positions, rising to the rank of Sales

Direc..."
UK,fixed_660,bm25,What is the current official position regarding the State of Israel?,EARLY,7,fixed_660_bm25_377,2023-10-18,"Committee on Foreign Relations

Business meeting to consider the nomination of Jacob J.

Lew, of New York, to be Ambassador to the State of

Israel, Department of State, and other pending

nominations.
S-116

Committee on Health, Education, Labor, and Pensions

Business meeting to consider the nomin..."
UK,fixed_660,bm25,What is the current official position regarding the State of Israel?,EARLY,8,fixed_660_bm25_383,2023-10-19,"Under

current law, project developers operating in the United States'

Exclusive Economic Zone at sea can pay poverty wages, exploiting

foreign workers and undermining American mariners' ability to compete

for this work.
After decades of failed promises, we are finally

building the clean energy ..."
UK,fixed_660,bm25,What is the current official position regarding the State of Israel?,EARLY,9,fixed_660_bm25_392,2023-10-20,"Northwestern University, for example, said it had no plans to ``put

out a statement officially stating a University position.''
Imagine

that: a university that cannot be bothered to take a position on a

pogrom against Jews.
Have we learned nothing from the long and ugly

history of Anti-Semitism?..."
UK,fixed_660,bm25,What is the current official position regarding the State of Israel?,EARLY,10,fixed_660_bm25_413,2023-10-25,"Thank you Governor Youngkin for your initiatives to fight

the precipitous rise of anti-Semitism in these United States

and around the world.
Your very timely visit with us so

shortly after the October 7 terrorist Hamas vicious attacks

on Israel's innocent civilians near the Gaza border is deeply..."
UK,fixed_660,bm25,What is the current official position regarding the State of Israel?,LATE,1,fixed_660_bm25_2507,2025-09-18,"While the current law already allows prosecutors to

charge 16 and 17 year-olds as adults at their discretion, without a

judge's approval, H.R. 5140 would lower that age even further.
Even in states with a history of tough-on-crime stances, many are

moving in a more rehabilitative direction.
This ..."
UK,fixed_660,bm25,What is the current official position regarding the State of Israel?,LATE,2,fixed_660_bm25_2350,2025-07-29,"In fact, several states have laws that require

the top official in their National Guard to reside in the state, and it

is highly likely that every state and territory only appoints residents

as the top official in their National Guard.
The primary reason

residency requirements exist is so that g..."
UK,fixed_660,bm25,What is the current official position regarding the State of Israel?,LATE,3,fixed_660_bm25_2239,2025-06-27,"It was a

pleasure to work with Betty on many of these initiatives over the

years.
As Special Assistant to the Chancellor for External Relations and

Partnerships, Betty worked closely with federal, state, and local

officials, as well as economic development partners to secure important

public in..."
UK,fixed_660,bm25,What is the current official position regarding the State of Israel?,LATE,4,fixed_660_bm25_2201,2025-06-20,"Her work has helped SCARF achieve full

compliance in numerous federal and state audits, positioning the

organization for long-term sustainability and growth.
Maria's

professional background includes serving as an information technology

supervisor at Devereux Florida and managing a major capital ..."
UK,fixed_660,bm25,What is the current official position regarding the State of Israel?,LATE,5,fixed_660_bm25_2021,2025-05-05,"This is our life's choice: to be prepared

and armed, strong and determined, lest the sword be stricken

from our fist and our lives cut down''

Yet, unsettling as the current scenario is we are duty-

bound at this significant 77th celebration of an Israel

reborn representing 4,000 years of Jewish..."
UK,fixed_660,bm25,What is the current official position regarding the State of Israel?,LATE,6,fixed_660_bm25_1940,2025-04-09,"For nearly three decades,

Mr. Lampman has proudly served the Saline School District in this

position and his efforts are worthy of commendation.
During his career as Director of Bands, Mr, Lampman directly touched

the lives of over 3,000 students and impacted the lives of many others.
Under his e..."
UK,fixed_660,bm25,What is the current official position regarding the State of Israel?,LATE,7,fixed_660_bm25_1922,2025-04-07,"﻿Title: CONGRATULATING THE LINVILLE HILL CHRISTIAN SCHOOL BOYS BASKETBALL STATE CHAMPIONS; Congressional Record Vol.
171, No.
62

From the Congressional Record Online through the Government Publishing Office [<a href='https://www.gpo.gov'>www.gpo.gov</a>]

CONGRATULATING THE LINVILLE HILL CHRISTIAN ..."
UK,fixed_660,bm25,What is the current official position regarding the State of Israel?,LATE,8,fixed_660_bm25_1915,2025-04-03,"On January 9, 2025.
the school marked its 160th

anniversary.
The school will celebrate that historic milestone with a

gala later this month.
The oldest historically Black university in Maryland, Bowie State

University (BSU) has been a beacon of opportunity, innovation, and

academic excellence in..."
UK,fixed_660,bm25,What is the current official position regarding the State of Israel?,LATE,9,fixed_660_bm25_1897,2025-03-31,"Virginia's Ninth District Republican Committee benefitted from Ms.

Johnson's loyalty and service, particularly in her role as the

Committee's official secretary.
This sometimes required her throughout

the year to drive away from home to assist the Committee with its

meetings and business.
A woma..."
UK,fixed_660,bm25,What is the current official position regarding the State of Israel?,LATE,10,fixed_660_bm25_1900,2025-03-31,"APRIL 3

9:30 a.m.

Committee on Armed Services

To hold hearings to examine the posture of the United

States European Command and United States Africa

Command in review of the Defense Authorization Request

for fiscal year 2026 and the Future Years Defense

Program; to be immediately followed by ..."
UK,fixed_660,bm25,What is the current official position regarding Hamas/Gaza?,EARLY,1,fixed_660_bm25_25,2023-07-11,"In 2010, he helped

establish a free tax clinic at La Luz Center in Sonoma.
He has served

on the Sonoma Valley Citizens Advisory Commission and is currently

serving on the Sonoma City Council.
Mr. Ding has been a champion for

the interests of California taxpayers.
Mr. Ding is a member of the

Nat..."
UK,fixed_660,bm25,What is the current official position regarding Hamas/Gaza?,EARLY,2,fixed_660_bm25_32,2023-07-12,"He was

reelected in 1776, thus becoming the first Jewish elected

public official in the new United States.
He served until he

was killed in battle that August.
Most Jews in New York, Philadelphia, Newport, Charleston,

and Savannah--where the Revolution was brewing--joined the

cause early.
In do..."
UK,fixed_660,bm25,What is the current official position regarding Hamas/Gaza?,EARLY,3,fixed_660_bm25_78,2023-07-18,"The

expectations of these experts seem tenable given the current

recruitment crisis following our full withdrawal from Afghanistan the

summer of 2022.
With the current trend, this recruitment crisis shows no signs of

abating anytime soon.
As a result, we see shrinking numbers in all

branches of..."
UK,fixed_660,bm25,What is the current official position regarding Hamas/Gaza?,EARLY,4,fixed_660_bm25_84,2023-07-19,"Currently, it is home to over 40,000

people and is the largest municipality in Westmoreland County.
While Hempfield Township is an important hub for business and

industry, the township never forgot its rich agricultural heritage.
Hailing from southeastern Pennsylvania, its early settlers were larg..."
UK,fixed_660,bm25,What is the current official position regarding Hamas/Gaza?,EARLY,5,fixed_660_bm25_85,2023-07-19,"Ms. Pemberton's faith

in the power of community service has led her to work relentlessly

across the city of Dallas to reach communities in need and to never

back down from doing what's right.
She's won numerous awards from

various organizations recognizing her community service--all of which

is..."
UK,fixed_660,bm25,What is the current official position regarding Hamas/Gaza?,EARLY,6,fixed_660_bm25_91,2023-07-20,"From the Congressional Record Online through the Government Publishing Office [<a href='https://www.gpo.gov'>www.gpo.gov</a>]

OPPOSITION TO LEADED AVIATION FUEL PROVISIONS IN H.R. 3935, THE

SECURING GROWTH AND ROBUST LEADERSHIP IN AMERICAN AVIATION ACT

HON.
ZOE LOFGREN

Ms. LOFGREN.
Mr. Speaker, ..."
UK,fixed_660,bm25,What is the current official position regarding Hamas/Gaza?,EARLY,7,fixed_660_bm25_93,2023-07-20,"Moreover,

given the proliferation of UAS in our NAS, as well as the

continuing need to remain vigilant to other current and

emerging risks, the stadium flight restriction is as vital

now as ever to our national security and public safety.
We

believe section 813 complicates the airspace over sta..."
UK,fixed_660,bm25,What is the current official position regarding Hamas/Gaza?,EARLY,8,fixed_660_bm25_114,2023-07-27,"After a year, she took

the first step in what would be an impressively steep climb up the

human resources corporate ladder as a Profit-Sharing Analyst in

corporate accounting at the Continental Illinois National Bank.
At

Continental, she held several positions, rising to the rank of Sales

Direc..."
UK,fixed_660,bm25,What is the current official position regarding Hamas/Gaza?,EARLY,9,fixed_660_bm25_392,2023-10-20,"Northwestern University, for example, said it had no plans to ``put

out a statement officially stating a University position.''
Imagine

that: a university that cannot be bothered to take a position on a

pogrom against Jews.
Have we learned nothing from the long and ugly

history of Anti-Semitism?..."
UK,fixed_660,bm25,What is the current official position regarding Hamas/Gaza?,EARLY,10,fixed_660_bm25_413,2023-10-25,"Thank you Governor Youngkin for your initiatives to fight

the precipitous rise of anti-Semitism in these United States

and around the world.
Your very timely visit with us so

shortly after the October 7 terrorist Hamas vicious attacks

on Israel's innocent civilians near the Gaza border is deeply..."
UK,fixed_660,bm25,What is the current official position regarding Hamas/Gaza?,LATE,1,fixed_660_bm25_2078,2025-05-19,"FRANK D. LUCAS

Mr. LUCAS.
Mr. Speaker, as a lifelong Oklahoman, Jimmy Emmons has

spent years working around the state and across the country promoting

innovative and voluntary conservation practices.
Having someone like Jimmy in a position to lead farm policy isn't

just beneficial for Oklahoma, ..."
UK,fixed_660,bm25,What is the current official position regarding Hamas/Gaza?,LATE,2,fixed_660_bm25_2046,2025-05-08,"The name ``Ocoee'' comes from the Cherokee

word for ``apricot vine,'' which is what inspired the city's logo now

referred to as the passion flower.
Over the past century, the City of Ocoee has become steeped in rich

history made up of significant moments and milestones.
Generations have

come and..."
UK,fixed_660,bm25,What is the current official position regarding Hamas/Gaza?,LATE,3,fixed_660_bm25_2030,2025-05-06,"Originally from Sherman, Texas, Punk moved with his family to Celina

and graduated from high school there in 1965.
From a young age, he

worked on a ranch to train cutting horses and participated in numerous

cutting horse competitions.
Punk is currently a director at large for

the National Cuttin..."
UK,fixed_660,bm25,What is the current official position regarding Hamas/Gaza?,LATE,4,fixed_660_bm25_2021,2025-05-05,"This is our life's choice: to be prepared

and armed, strong and determined, lest the sword be stricken

from our fist and our lives cut down''

Yet, unsettling as the current scenario is we are duty-

bound at this significant 77th celebration of an Israel

reborn representing 4,000 years of Jewish..."
UK,fixed_660,bm25,What is the current official position regarding Hamas/Gaza?,LATE,5,fixed_660_bm25_2011,2025-05-01,"Furthermore,

this smelt is a critical part of the foodweb in an ecosystem on the

verge of collapse.
H.J. Res.
78 would not only overturn the current

listing of the longfin smelt but prevent it from ever being listed in

the future, no matter how much the threat to this species and its

estuary in..."
UK,fixed_660,bm25,What is the current official position regarding Hamas/Gaza?,LATE,6,fixed_660_bm25_1997,2025-04-29,"From the Congressional Record Online through the Government Publishing Office [<a href='https://www.gpo.gov'>www.gpo.gov</a>]

PROCLAIMING THIS AND EVERY APRIL 29TH AS #ENDJEWHATRED DAY

HON.
FREDERICA S. WILSON

Ms. WILSON of Florida.
Mr. Speaker, I rise to include in the Record

the following Proc..."
UK,fixed_660,bm25,What is the current official position regarding Hamas/Gaza?,LATE,7,fixed_660_bm25_1945,2025-04-10,"Agricultural issues were

always better served with Bobby as an advocate at the county, state,

and national levels.
As a cattle rancher, Bobby early on recognized that ``what was good

for all agriculture was good for his farm.''
in effect, he embraced the

idea that ``all boats rise with the tide...."
UK,fixed_660,bm25,What is the current official position regarding Hamas/Gaza?,LATE,8,fixed_660_bm25_1940,2025-04-09,"For nearly three decades,

Mr. Lampman has proudly served the Saline School District in this

position and his efforts are worthy of commendation.
During his career as Director of Bands, Mr, Lampman directly touched

the lives of over 3,000 students and impacted the lives of many others.
Under his e..."
UK,fixed_660,bm25,What is the current official position regarding Hamas/Gaza?,LATE,9,fixed_660_bm25_1923,2025-04-07,"Beyond his

willingness to practice in an underserved area, what is so remarkable

about Dr. Z is that he will never turn away a patient because they

don't have enough money.
A pediatrician by trade, he encourages

patients to bring in their grandparents for free check-ups, and he'll

happily give ..."
UK,fixed_660,bm25,What is the current official position regarding Hamas/Gaza?,LATE,10,fixed_660_bm25_1897,2025-03-31,"Virginia's Ninth District Republican Committee benefitted from Ms.

Johnson's loyalty and service, particularly in her role as the

Committee's official secretary.
This sometimes required her throughout

the year to drive away from home to assist the Committee with its

meetings and business.
A woma..."
UK,fixed_660,bm25,Was the official position in the last quarter of 2023 supportive of the State of Israel?,EARLY,1,fixed_660_bm25_3,2023-07-06,"﻿Title: COMMUNITY IS STRONGER THAN CANCER DAY 2023; Congressional Record Vol.
169, No.
116

From the Congressional Record Online through the Government Publishing Office [<a href='https://www.gpo.gov'>www.gpo.gov</a>]

COMMUNITY IS STRONGER THAN CANCER DAY 2023

HON.
DEBBIE WASSERMAN SCHULTZ

Ms. WA..."
UK,fixed_660,bm25,Was the official position in the last quarter of 2023 supportive of the State of Israel?,EARLY,2,fixed_660_bm25_32,2023-07-12,"He was

reelected in 1776, thus becoming the first Jewish elected

public official in the new United States.
He served until he

was killed in battle that August.
Most Jews in New York, Philadelphia, Newport, Charleston,

and Savannah--where the Revolution was brewing--joined the

cause early.
In do..."
UK,fixed_660,bm25,Was the official position in the last quarter of 2023 supportive of the State of Israel?,EARLY,3,fixed_660_bm25_33,2023-07-12,"Later, when George

Washington took the first presidential oath of office in New

York City, Hazzan Gershom Mendes Seixas joined other clergy

from the city as a witness.
The First Amendment, ratified in 1791, confirmed the right

separation of church and state.
Under the Constitution, Jews

held fe..."
UK,fixed_660,bm25,Was the official position in the last quarter of 2023 supportive of the State of Israel?,EARLY,4,fixed_660_bm25_50,2023-07-13,"Passengers gain

access to remote regions and areas off the road system and to the

state's public land treasures including the Chugach National Forest and

Denali National Park, which are visited by hundreds of thousands of

people annually.
During the last 100 years, ARRC has proudly nurtured

and..."
UK,fixed_660,bm25,Was the official position in the last quarter of 2023 supportive of the State of Israel?,EARLY,5,fixed_660_bm25_51,2023-07-13,"JOE WILSON

Mr. WILSON of South Carolina.
Mr. Speaker, as Chairman of the U.S.

Helsinki Commission, last week I was grateful to serve as part of the

leadership of the U.S. delegation to the 30th Annual Session of the

Organization for Security and Cooperation in Europe's Parliamentary

Assembly in..."
UK,fixed_660,bm25,Was the official position in the last quarter of 2023 supportive of the State of Israel?,EARLY,6,fixed_660_bm25_99,2023-07-25,"﻿Title: EXPRESSING THE SENSE OF CONGRESS SUPPORTING THE STATE OF ISRAEL; Congressional Record Vol.
169, No.
128

From the Congressional Record Online through the Government Publishing Office [<a href='https://www.gpo.gov'>www.gpo.gov</a>]

EXPRESSING THE SENSE OF CONGRESS SUPPORTING THE STATE OF ISR..."
UK,fixed_660,bm25,Was the official position in the last quarter of 2023 supportive of the State of Israel?,EARLY,7,fixed_660_bm25_106,2023-07-26,"Joyce left North Carolina for Washington in the early 1980s to begin

a job as a sandwich maker at the Capitol Cafe.
She quickly rose through

the ranks and eventually took a position with chamber security.
She is

known for her hard work ethic and stark reputation as a no-nonsense

enforcer of the ..."
UK,fixed_660,bm25,Was the official position in the last quarter of 2023 supportive of the State of Israel?,EARLY,8,fixed_660_bm25_155,2023-08-11,"She peacefully passed away at her

Fresno home on July 23, 2023, leaving behind a legacy of compassion,

determination, and lasting influence.
Born on November 11, 1942, in Hanford, California, Diana's journey

began on a dairy farm in Easton, California, surrounded by the love of

her parents and f..."
UK,fixed_660,bm25,Was the official position in the last quarter of 2023 supportive of the State of Israel?,EARLY,9,fixed_660_bm25_392,2023-10-20,"Northwestern University, for example, said it had no plans to ``put

out a statement officially stating a University position.''
Imagine

that: a university that cannot be bothered to take a position on a

pogrom against Jews.
Have we learned nothing from the long and ugly

history of Anti-Semitism?..."
UK,fixed_660,bm25,Was the official position in the last quarter of 2023 supportive of the State of Israel?,EARLY,10,fixed_660_bm25_459,2023-11-06,"CHRIS PAPPAS

Mr. PAPPAS.
Mr. Speaker, I rise in recognition of the life and legacy

of Norman G. Sanborn, a World War II veteran and active volunteer who

was a friend to many in New Hampshire.
A native Granite Stater, Norman

lived a life of service from his time in uniform through the last

sever..."
UK,fixed_660,bm25,Was the official position in the last quarter of 2023 supportive of the State of Israel?,LATE,1,fixed_660_bm25_459,2023-11-06,"CHRIS PAPPAS

Mr. PAPPAS.
Mr. Speaker, I rise in recognition of the life and legacy

of Norman G. Sanborn, a World War II veteran and active volunteer who

was a friend to many in New Hampshire.
A native Granite Stater, Norman

lived a life of service from his time in uniform through the last

sever..."
UK,fixed_660,bm25,Was the official position in the last quarter of 2023 supportive of the State of Israel?,LATE,2,fixed_660_bm25_392,2023-10-20,"Northwestern University, for example, said it had no plans to ``put

out a statement officially stating a University position.''
Imagine

that: a university that cannot be bothered to take a position on a

pogrom against Jews.
Have we learned nothing from the long and ugly

history of Anti-Semitism?..."
UK,fixed_660,bm25,Was the official position in the last quarter of 2023 supportive of the State of Israel?,LATE,3,fixed_660_bm25_155,2023-08-11,"She peacefully passed away at her

Fresno home on July 23, 2023, leaving behind a legacy of compassion,

determination, and lasting influence.
Born on November 11, 1942, in Hanford, California, Diana's journey

began on a dairy farm in Easton, California, surrounded by the love of

her parents and f..."
UK,fixed_660,bm25,Was the official position in the last quarter of 2023 supportive of the State of Israel?,LATE,4,fixed_660_bm25_106,2023-07-26,"Joyce left North Carolina for Washington in the early 1980s to begin

a job as a sandwich maker at the Capitol Cafe.
She quickly rose through

the ranks and eventually took a position with chamber security.
She is

known for her hard work ethic and stark reputation as a no-nonsense

enforcer of the ..."
UK,fixed_660,bm25,Was the official position in the last quarter of 2023 supportive of the State of Israel?,LATE,5,fixed_660_bm25_99,2023-07-25,"﻿Title: EXPRESSING THE SENSE OF CONGRESS SUPPORTING THE STATE OF ISRAEL; Congressional Record Vol.
169, No.
128

From the Congressional Record Online through the Government Publishing Office [<a href='https://www.gpo.gov'>www.gpo.gov</a>]

EXPRESSING THE SENSE OF CONGRESS SUPPORTING THE STATE OF ISR..."
UK,fixed_660,bm25,Was the official position in the last quarter of 2023 supportive of the State of Israel?,LATE,6,fixed_660_bm25_50,2023-07-13,"Passengers gain

access to remote regions and areas off the road system and to the

state's public land treasures including the Chugach National Forest and

Denali National Park, which are visited by hundreds of thousands of

people annually.
During the last 100 years, ARRC has proudly nurtured

and..."
UK,fixed_660,bm25,Was the official position in the last quarter of 2023 supportive of the State of Israel?,LATE,7,fixed_660_bm25_51,2023-07-13,"JOE WILSON

Mr. WILSON of South Carolina.
Mr. Speaker, as Chairman of the U.S.

Helsinki Commission, last week I was grateful to serve as part of the

leadership of the U.S. delegation to the 30th Annual Session of the

Organization for Security and Cooperation in Europe's Parliamentary

Assembly in..."
UK,fixed_660,bm25,Was the official position in the last quarter of 2023 supportive of the State of Israel?,LATE,8,fixed_660_bm25_32,2023-07-12,"He was

reelected in 1776, thus becoming the first Jewish elected

public official in the new United States.
He served until he

was killed in battle that August.
Most Jews in New York, Philadelphia, Newport, Charleston,

and Savannah--where the Revolution was brewing--joined the

cause early.
In do..."
UK,fixed_660,bm25,Was the official position in the last quarter of 2023 supportive of the State of Israel?,LATE,9,fixed_660_bm25_33,2023-07-12,"Later, when George

Washington took the first presidential oath of office in New

York City, Hazzan Gershom Mendes Seixas joined other clergy

from the city as a witness.
The First Amendment, ratified in 1791, confirmed the right

separation of church and state.
Under the Constitution, Jews

held fe..."
